"","PEDU1","PEDU2","POCC1","POCC2","PSES1","PI1","PI2","PI3","PS1","PS2","PS3","PS4","DE1","DE2","SELD1","SELD2","SELD3","SELD4","SELD5","SIM1","SIM2","SIM3","SIM4","ANXI1","ANXI2","ANXI3","POSS1","POSS2","POSS3","TMP1","TMP2","TMP3","TMP4","TAC1","TAC2","TAC3","TAC4","CENV1","CU1","CU2","ARES1","ARES2","ARES3","SCORE"
"245","Undergraduate","Others","Business","Business",3,3,5,4,4,4,3,4,3,"Moderate","< 2","Never",4,4,3,4,5,4,5,4,4,3,"Yes","Yes","Yes",4,2,4,4,5,4,5,5,2,"Khmer","Fullday","Enough","Maybe","Maybe","0"
"246","Lower_Secondary","Elementary","Government_Officer","Business",2,2,3,5,3,3,4,3,3,"Moderate","< 2","> 4",3,3,2,4,3,4,5,2,3,4,"Yes","Yes","Yes",4,1,3,4,3,3,3,4,2,"Khmer","Irregular","Maybe","Maybe","Maybe","0"
"247","Lower_Secondary","Elementary","Farmer","Housewife",2,3,3,3,3,3,3,3,3,"Moderate","< 2","< 2",3,4,4,4,4,4,4,4,5,4,"Yes","Yes","Yes",4,3,4,4,3,4,4,4,2,"Khmer","Irregular","Not_enough","Not_enough","Not_enough","1"
"248","Graduate","Upper_Secondary","Business","Housewife",2,5,5,5,5,5,5,1,5,"Moderate","Never","> 4",3,3,5,5,5,5,5,3,4,5,"Yes","Yes","Yes",3,1,3,3,4,5,5,4,3,"Khmer","One_Shift","Enough","Enough","Enough","1"
"249","Upper_Secondary","Upper_Secondary","Farmer","Farmer",2,4,3,4,4,4,4,4,4,"Moderate","> 4","> 4",4,2,4,4,4,4,5,2,2,3,"Yes","No","No",5,2,5,5,5,5,5,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Enough","2"
"250","Upper_Secondary","Upper_Secondary","Farmer","Farmer",3,5,4,5,5,5,3,5,5,"Short","2 to 4","> 4",5,2,4,5,5,5,5,1,1,2,"Yes","No","Yes",5,2,5,5,5,4,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","3"
"251","Lower_Secondary","Lower_Secondary","Government_Officer","Housewife",2,2,3,3,3,4,4,4,3,"Far","< 2","> 4",3,1,4,3,5,5,5,2,5,3,"Yes","Yes","Yes",3,1,5,5,4,5,4,3,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"252","Others","Others","Business","Housewife",2,4,2,5,5,5,5,5,4,"Short","< 2","> 4",5,3,5,3,4,5,5,3,4,2,"Yes","Yes","Yes",3,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"253","Elementary","Elementary","Government_Officer","Housewife",1,3,5,5,3,3,4,1,1,"Moderate","< 2","2 to 4",2,3,2,5,5,3,5,3,4,4,"No","No","No",3,2,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Maybe","1"
"254","Illiteracy","Upper_Secondary","Farmer","Farmer",2,5,5,5,5,4,4,5,5,"Moderate","2 to 4","> 4",5,1,1,5,5,5,5,1,1,2,"No","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"255","Elementary","Elementary","Farmer","Farmer",2,4,3,4,3,2,2,5,5,"Moderate","< 2","> 4",5,5,5,5,4,5,5,2,4,2,"Yes","No","Yes",3,4,5,5,3,5,5,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","3"
"256","Undergraduate","Elementary","Government_Officer","Housewife",2,3,5,5,4,5,4,4,3,"Far","< 2","> 4",3,3,3,2,3,3,3,3,5,5,"Yes","Yes","Yes",4,1,3,4,5,4,5,3,2,"Khmer","One_Shift","Enough","Enough","Not_enough","1"
"257","Undergraduate","Elementary","Government_Officer","Farmer",1,2,5,2,1,5,1,1,2,"Far","< 2","> 4",4,2,5,3,5,5,5,4,5,1,"Yes","Yes","Yes",4,1,4,4,5,1,1,1,1,"Khmer","Irregular","Enough","Enough","Not_enough","3"
"258","Lower_Secondary","Elementary","Farmer","Farmer",2,4,5,5,4,5,5,5,3,"Moderate","< 2","2 to 4",5,1,5,3,5,4,5,3,5,3,"Yes","No","Yes",5,1,4,4,5,5,5,5,2,"Khmer","Fullday","Maybe","Enough","Maybe","1"
"259","Elementary","Lower_Secondary","Farmer","Farmer",2,5,3,3,2,2,1,5,5,"Moderate","< 2","> 4",5,1,5,4,5,5,5,2,5,2,"Yes","No","Yes",5,2,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"260","Lower_Secondary","Elementary","Farmer","Farmer",2,4,5,5,4,5,5,5,3,"Moderate","< 2","2 to 4",5,1,5,3,5,4,5,3,5,3,"Yes","No","Yes",5,1,4,4,5,5,5,5,2,"Khmer","Fullday","Maybe","Enough","Maybe","1"
"261","Lower_Secondary","Upper_Secondary","Farmer","Government_Officer",3,4,5,5,4,3,3,4,4,"Moderate","< 2","2 to 4",4,1,4,3,4,4,3,3,4,3,"No","No","Yes",4,1,4,4,4,4,4,4,2,"Khmer","One_Shift","Enough","Enough","Maybe","1"
"262","Graduate","Undergraduate","Government_Officer","Government_Officer",3,4,4,4,3,3,3,3,4,"Moderate","Never","< 2",3,3,3,2,3,3,3,2,5,3,"Yes","Yes","Yes",3,4,4,4,4,4,3,3,2,"Khmer","One_Shift","Enough","Enough","Not_enough","0"
"263","Lower_Secondary","Elementary","Farmer","Farmer",2,5,5,5,5,5,5,5,3,"Far","2 to 4","2 to 4",5,2,3,5,5,5,5,1,2,5,"Yes","No","No",5,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","3"
"264","Elementary","Lower_Secondary","Government_Officer","Farmer",2,4,4,4,3,3,3,3,2,"Moderate","< 2","> 4",4,4,4,5,5,5,4,4,2,3,"No","No","No",4,4,3,3,4,4,3,3,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","1"
"265","Others","Others","Farmer","Housewife",2,5,5,5,3,3,2,3,5,"Short","< 2","> 4",3,1,5,4,5,4,5,2,1,2,"No","No","No",5,1,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"266","Upper_Secondary","Upper_Secondary","Business","Business",3,3,3,5,3,3,2,2,4,"Far","< 2","> 4",5,1,5,5,5,5,5,1,1,1,"Yes","Yes","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","3"
"267","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,3,4,3,5,3,3,3,4,"Short","< 2","> 4",3,2,4,4,4,3,5,2,4,2,"Yes","No","Yes",4,2,4,5,5,5,4,4,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"268","Lower_Secondary","Illiteracy","Farmer","Farmer",2,3,3,3,3,3,3,3,5,"Moderate","Never","> 4",3,3,3,5,3,5,5,3,3,3,"Yes","No","No",5,3,3,3,3,3,3,3,2,"Others","Irregular","Maybe","Enough","Maybe","0"
"269","Undergraduate","Undergraduate","Government_Officer","Private_Sector",2,3,3,4,3,3,3,3,3,"Moderate","< 2","> 4",3,3,3,4,3,4,4,3,3,3,"Yes","Yes","Yes",3,3,3,4,3,4,3,3,3,"Khmer","Fullday","Enough","Enough","Enough","2"
"270","Upper_Secondary","Upper_Secondary","Government_Officer","Government_Officer",3,5,5,5,4,3,3,3,3,"Far","2 to 4","> 4",3,2,4,3,3,3,2,3,2,2,"Yes","Yes","Yes",2,3,2,2,3,3,3,3,2,"Khmer","Fullday","Maybe","Enough","Not_enough","3"
"271","Elementary","Illiteracy","Farmer","Farmer",2,4,3,4,3,5,4,4,5,"Moderate","Never","2 to 4",1,3,1,2,5,3,3,4,5,4,"No","No","No",5,1,5,5,5,4,5,5,2,"Khmer","Irregular","Enough","Enough","Maybe","0"
"272","Upper_Secondary","Lower_Secondary","Business","Housewife",2,3,4,3,3,3,3,3,3,"Far","2 to 4","> 4",3,1,3,3,3,4,3,3,4,3,"Yes","Yes","Yes",4,1,4,5,4,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","1"
"273","Elementary","Elementary","Farmer","Farmer",2,4,4,2,2,2,3,2,2,"Far","< 2","< 2",4,2,4,3,5,4,4,2,4,4,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Not_enough","Enough","0"
"274","Lower_Secondary","Illiteracy","Farmer","Housewife",2,3,3,4,5,5,3,3,3,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,4,3,"Yes","Yes","No",4,1,2,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","1"
"275","Elementary","Elementary","Farmer","Farmer",2,4,5,4,4,4,3,5,4,"Moderate","< 2","> 4",3,2,4,5,5,5,5,2,3,2,"No","No","Yes",5,1,5,5,5,4,4,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","3"
"276","Lower_Secondary","Undergraduate","Others","Others",2,4,4,5,2,3,3,5,4,"Moderate","> 4","> 4",5,1,4,4,5,5,4,2,1,2,"Yes","No","Yes",3,1,5,4,5,4,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"277","Elementary","Elementary","Farmer","Farmer",2,3,3,3,3,3,3,3,3,"Moderate","< 2","< 2",4,3,3,3,3,3,4,3,3,3,"Yes","Yes","Yes",3,3,3,3,3,3,3,3,2,"Khmer","Irregular","Maybe","Enough","Not_enough","2"
"278","Elementary","Elementary","Farmer","Farmer",3,3,3,3,3,3,3,3,3,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","Yes","Yes",3,3,3,3,3,3,3,3,2,"Khmer","Irregular","Not_enough","Enough","Not_enough","1"
"279","Illiteracy","Illiteracy","Farmer","Farmer",2,3,3,3,3,4,3,3,3,"Moderate","< 2","> 4",4,2,4,3,4,4,4,3,4,2,"Yes","No","Yes",5,1,4,4,5,4,3,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","0"
"280","Graduate","Graduate","Government_Officer","Government_Officer",2,5,5,5,3,3,3,2,4,"Short","< 2","> 4",5,2,5,5,5,5,4,2,2,2,"Yes","No","Yes",5,3,4,3,3,4,2,3,2,"Khmer","Fullday","Enough","Enough","Enough","3"
"281","Lower_Secondary","Lower_Secondary","Private_Sector","Government_Officer",3,4,4,5,3,4,3,3,4,"Moderate","2 to 4","2 to 4",5,2,5,4,5,5,5,3,3,2,"Yes","Yes","Yes",3,2,3,4,3,5,5,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","1"
"282","Elementary","Elementary","Unemployment","Housewife",2,4,3,5,3,4,4,5,3,"Moderate","2 to 4","> 4",4,2,4,5,4,4,4,2,2,3,"Yes","No","Yes",4,2,4,4,4,4,3,4,2,"Khmer","Irregular","Maybe","Enough","Maybe","3"
"283","Upper_Secondary","Upper_Secondary","Farmer","Housewife",2,3,5,4,3,3,3,4,3,"Moderate","< 2","> 4",3,4,2,3,3,3,3,4,5,5,"Yes","No","Yes",3,1,2,4,5,5,4,5,2,"Khmer","One_Shift","Enough","Enough","Maybe","3"
"284","Elementary","Lower_Secondary","Farmer","Housewife",2,5,4,5,4,4,4,4,4,"Moderate","< 2","< 2",4,4,4,5,5,4,5,3,3,4,"Yes","No","No",4,1,5,5,4,5,4,4,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"285","Undergraduate","Upper_Secondary","Government_Officer","Government_Officer",2,3,4,4,4,3,3,3,4,"Moderate","< 2","> 4",4,4,4,4,4,4,4,2,2,3,"Yes","Yes","Yes",4,2,4,4,3,4,4,4,2,"Khmer","One_Shift","Enough","Enough","Not_enough","2"
"286","Elementary","Lower_Secondary","Farmer","Housewife",2,4,5,5,4,5,5,5,4,"Moderate","< 2","2 to 4",4,2,5,3,5,5,5,2,4,2,"Yes","No","Yes",5,2,5,5,4,4,4,4,2,"Khmer","Fullday","Enough","Enough","Enough","2"
"287","Elementary","Elementary","Farmer","Farmer",2,4,5,5,4,5,5,5,5,"Far","< 2","> 4",5,1,5,5,5,5,5,3,4,3,"Yes","No","Yes",5,4,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Not_enough","3"
"288","Others","Others","Government_Officer","Farmer",2,5,3,4,2,2,4,4,3,"Far","< 2","< 2",4,2,5,3,5,5,5,2,3,5,"No","No","Yes",4,3,5,5,5,4,4,4,2,"Others","Fullday","Enough","Not_enough","Not_enough","0"
"289","Elementary","Illiteracy","Others","Housewife",3,3,5,5,4,3,3,4,4,"Far","2 to 4","> 4",5,1,4,5,5,5,5,2,3,3,"Yes","Yes","Yes",4,3,4,4,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Enough","3"
"290","Upper_Secondary","Illiteracy","Business","Housewife",2,5,5,5,5,5,5,5,3,"Moderate","2 to 4","> 4",5,4,4,4,4,4,4,1,4,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Enough","0"
"291","Elementary","Lower_Secondary","Business","Business",1,1,5,4,4,4,4,3,3,"Moderate","< 2","> 4",3,2,4,3,4,4,5,2,4,4,"Yes","No","No",4,4,5,4,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"292","Elementary","Elementary","Farmer","Farmer",2,3,5,5,4,3,3,4,3,"Moderate","< 2","> 4",5,2,3,4,4,5,4,2,4,3,"Yes","No","Yes",3,3,4,5,4,4,4,4,2,"Khmer","Irregular","Enough","Enough","Enough","2"
"293","Illiteracy","Elementary","Unemployment","Housewife",2,1,4,3,3,5,4,3,3,"Far","< 2","< 2",5,5,4,4,5,4,5,2,1,1,"Yes","No","No",5,4,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","3"
"294","Elementary","Illiteracy","Others","Others",1,5,5,5,4,5,4,4,5,"Moderate","2 to 4","> 4",5,2,5,4,5,5,5,2,4,3,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Maybe","3"
"295","Elementary","Lower_Secondary","Business","Business",2,5,5,4,5,4,3,4,4,"Moderate","< 2","> 4",3,2,4,5,5,4,5,2,4,4,"Yes","No","No",5,2,5,3,5,5,5,4,3,"Khmer","Irregular","Enough","Enough","Enough","0"
"296","Others","Upper_Secondary","Business","Housewife",2,4,5,4,4,3,3,2,4,"Far","2 to 4","> 4",4,2,4,5,5,5,5,2,3,3,"Yes","Yes","Yes",3,2,3,3,3,4,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"297","Undergraduate","Upper_Secondary","Business","Private_Sector",2,5,3,5,2,1,1,1,4,"Moderate","> 4","> 4",4,4,4,5,5,5,5,1,2,3,"Yes","No","Yes",4,2,4,5,5,5,5,3,2,"Khmer","Irregular","Enough","Enough","Enough","1"
"298","Elementary","Elementary","Farmer","Farmer",2,4,3,4,3,5,3,3,3,"Short","< 2","2 to 4",4,1,3,5,5,5,5,1,3,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Maybe","0"
"299","Undergraduate","Undergraduate","Private_Sector","Government_Officer",2,3,4,3,3,3,2,3,3,"Moderate","< 2","Never",5,2,4,4,4,3,4,2,3,4,"Yes","Yes","Yes",4,2,3,5,3,4,4,3,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"300","Lower_Secondary","Upper_Secondary","Business","Housewife",2,5,5,5,4,4,4,5,5,"Moderate","2 to 4","> 4",4,1,5,4,5,4,4,3,3,1,"Yes","Yes","Yes",3,2,4,4,4,4,3,4,2,"Khmer","One_Shift","Maybe","Enough","Not_enough","3"
"301","Others","Others","Government_Officer","Government_Officer",2,4,4,4,3,4,3,4,3,"Moderate","2 to 4","> 4",4,1,4,5,5,5,3,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Not_enough","Enough","Not_enough","3"
"302","Lower_Secondary","Lower_Secondary","Business","Housewife",2,2,3,5,4,3,3,3,3,"Moderate","< 2","> 4",4,2,3,3,4,4,5,2,4,5,"Yes","No","No",5,4,5,5,5,5,4,4,2,"Khmer","Irregular","Not_enough","Enough","Enough","2"
"303","Upper_Secondary","Upper_Secondary","Others","Business",2,3,3,5,2,4,1,3,2,"Moderate","< 2","Never",5,2,3,4,4,4,3,1,1,1,"No","No","No",2,3,2,2,3,2,1,1,2,"Khmer","Irregular","Enough","Enough","Not_enough","0"
"304","Lower_Secondary","Upper_Secondary","Business","Housewife",3,3,5,5,5,5,5,4,4,"Far","2 to 4","2 to 4",4,4,4,3,5,4,4,3,3,2,"Yes","Yes","Yes",4,1,4,4,4,4,4,4,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"305","Lower_Secondary","Elementary","Farmer","Housewife",1,4,5,5,3,3,4,1,5,"Moderate","< 2","> 4",5,5,4,3,4,5,5,5,4,3,"Yes","Yes","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Irregular","Not_enough","Enough","Enough","3"
"306","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,5,5,5,5,5,5,4,"Short","< 2","> 4",5,1,5,5,5,5,5,1,3,1,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Enough","2"
"307","Upper_Secondary","Elementary","Business","Business",2,2,4,4,3,4,3,2,3,"Far","2 to 4","> 4",4,1,5,5,5,5,5,1,2,1,"Yes","Yes","Yes",5,3,2,3,2,3,2,3,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"308","Undergraduate","Undergraduate","Government_Officer","Private_Sector",2,2,4,5,3,4,3,4,4,"Moderate","< 2","< 2",4,2,3,4,3,3,2,2,2,2,"Yes","No","Yes",3,3,4,4,4,3,3,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"309","Lower_Secondary","Lower_Secondary","Farmer","Housewife",2,3,3,4,3,3,3,4,3,"Moderate","< 2","2 to 4",5,2,3,4,3,4,4,3,5,3,"Yes","No","Yes",5,1,5,4,4,4,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"310","Lower_Secondary","Lower_Secondary","Farmer","Housewife",2,3,3,4,3,3,3,4,3,"Moderate","< 2","2 to 4",5,2,3,4,3,4,4,3,5,3,"Yes","No","Yes",5,1,5,4,4,4,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"311","Elementary","Elementary","Others","Housewife",2,2,2,4,3,3,4,4,3,"Moderate","< 2","> 4",4,2,3,5,4,4,4,2,3,1,"Yes","Yes","Yes",4,2,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"312","Others","Others","Others","Housewife",2,4,4,5,4,5,3,4,5,"Moderate","2 to 4","> 4",5,1,5,4,5,5,5,2,4,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Others","Irregular","Maybe","Enough","Enough","3"
"313","Elementary","Lower_Secondary","Business","Housewife",2,2,4,5,4,4,3,3,4,"Moderate","< 2","> 4",3,2,4,3,5,4,5,2,4,3,"Yes","No","No",4,2,4,5,5,4,4,5,3,"Khmer","Irregular","Enough","Enough","Maybe","0"
"314","Illiteracy","Illiteracy","Farmer","Housewife",2,3,4,4,3,3,3,3,2,"Far","2 to 4","< 2",5,2,4,5,5,5,5,2,3,4,"Yes","No","No",5,3,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"315","Elementary","Elementary","Farmer","Housewife",2,3,4,5,3,3,3,4,3,"Moderate","< 2","2 to 4",5,1,4,4,4,4,4,2,4,3,"Yes","No","Yes",4,3,5,5,4,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","2"
"316","Illiteracy","Undergraduate","Farmer","Government_Officer",3,2,4,5,3,4,3,4,3,"Moderate","2 to 4","> 4",4,1,4,4,5,4,5,2,3,2,"Yes","No","Yes",4,3,5,5,5,5,4,5,3,"Khmer","Fullday","Enough","Enough","Maybe","0"
"317","Undergraduate","Elementary","Elders","Housewife",2,5,5,5,3,5,5,4,4,"Moderate","2 to 4","Never",5,1,4,5,5,5,5,2,2,2,"Yes","Yes","Yes",5,2,4,5,5,5,4,5,3,"Khmer","Fullday","Enough","Enough","Enough","3"
"318","Elementary","Elementary","Farmer","Housewife",2,3,4,4,3,4,3,3,3,"Moderate","< 2","2 to 4",4,1,4,4,4,5,4,2,4,3,"Yes","No","Yes",4,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","2"
"319","Upper_Secondary","Upper_Secondary","Government_Officer","Housewife",2,3,3,4,2,4,2,3,3,"Short","2 to 4","> 4",5,1,4,3,4,3,4,2,5,2,"Yes","Yes","Yes",5,5,5,5,5,5,4,4,2,"Khmer","Fullday","Enough","Enough","Maybe","3"
"320","Elementary","Illiteracy","Farmer","Housewife",2,1,4,3,3,2,2,2,3,"Moderate","< 2","> 4",5,1,1,3,5,5,5,2,2,2,"No","No","Yes",5,3,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Enough","2"
"321","Lower_Secondary","Lower_Secondary","Farmer","Housewife",3,2,2,1,3,3,3,3,5,"Moderate","Never","> 4",3,2,3,4,5,5,2,2,1,1,"No","No","Yes",5,1,4,4,4,2,4,4,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"322","Upper_Secondary","Lower_Secondary","Government_Officer","Business",3,3,5,4,3,4,3,3,4,"Moderate","< 2","> 4",5,1,2,4,4,4,4,3,3,2,"Yes","No","Yes",4,4,4,4,4,3,3,4,2,"Khmer","One_Shift","Enough","Enough","Maybe","1"
"323","Elementary","Elementary","Business","Business",2,1,4,1,1,1,1,1,5,"Moderate","> 4","> 4",3,1,3,5,5,4,5,2,2,5,"Yes","No","Yes",1,5,5,5,5,1,1,1,2,"Khmer","One_Shift","Enough","Enough","Not_enough","2"
"324","Elementary","Elementary","Others","Business",2,5,5,5,4,4,4,5,5,"Moderate","< 2","> 4",3,1,5,4,5,4,5,2,5,1,"Yes","Yes","Yes",5,2,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Maybe","2"
"325","Upper_Secondary","Elementary","Farmer","Others",2,5,4,5,5,4,5,2,4,"Moderate","Never","< 2",5,1,5,3,4,5,4,2,5,4,"Yes","No","Yes",3,1,5,5,5,5,5,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","0"
"326","Elementary","Elementary","Farmer","Farmer",2,4,4,5,3,4,3,4,4,"Moderate","< 2","< 2",2,1,4,4,5,4,4,2,3,5,"Yes","No","Yes",5,2,5,4,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
"327","Elementary","Elementary","Farmer","Housewife",3,4,4,4,5,5,4,4,4,"Moderate","< 2","> 4",4,2,5,5,5,4,4,2,2,3,"Yes","No","Yes",4,2,4,4,5,4,4,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"328","Upper_Secondary","Elementary","Farmer","Farmer",2,3,5,4,3,5,3,3,4,"Short","< 2","> 4",3,2,3,4,5,5,5,5,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Enough","0"
"329","Illiteracy","Elementary","Farmer","Housewife",2,3,4,3,3,4,3,3,3,"Far","< 2","> 4",3,1,4,3,5,5,5,3,4,4,"Yes","No","Yes",4,3,4,4,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Enough","3"
"330","Upper_Secondary","Lower_Secondary","Business","Housewife",2,5,4,4,3,4,1,2,3,"Moderate","Never","2 to 4",5,1,3,3,5,4,5,2,2,3,"Yes","Yes","No",4,2,4,5,5,4,4,4,1,"Khmer","Fullday","Enough","Enough","Enough","0"
"331","Elementary","Elementary","Farmer","Housewife",1,3,5,5,3,3,3,4,3,"Far","< 2","> 4",5,1,4,4,5,5,5,2,2,3,"Yes","No","Yes",3,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","2"
"332","Lower_Secondary","Elementary","Farmer","Farmer",2,4,5,5,5,3,4,4,4,"Moderate","> 4","< 2",5,1,4,5,5,5,5,2,5,5,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","One_Shift","Maybe","Enough","Not_enough","3"
"333","Graduate","Undergraduate","Private_Sector","Housewife",2,3,4,4,3,4,3,5,5,"Short","< 2","> 4",3,2,4,3,3,5,3,5,5,5,"Yes","No","Yes",2,4,3,4,5,2,1,2,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"334","Lower_Secondary","Lower_Secondary","Business","Business",2,3,4,5,4,3,2,2,3,"Moderate","< 2","> 4",4,1,5,4,5,5,5,4,4,2,"Yes","No","Yes",4,2,5,5,4,5,5,5,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"335","Upper_Secondary","Upper_Secondary","Government_Officer","Government_Officer",2,4,4,5,3,3,4,5,4,"Short","2 to 4","> 4",5,3,4,5,5,5,5,2,3,1,"Yes","Yes","Yes",4,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"336","Undergraduate","Upper_Secondary","Government_Officer","Business",2,4,4,4,5,4,4,4,5,"Moderate","2 to 4","> 4",4,2,4,4,5,4,5,2,2,2,"Yes","Yes","Yes",3,2,3,4,3,3,3,3,1,"Khmer","One_Shift","Not_enough","Maybe","Not_enough","3"
"337","Upper_Secondary","Lower_Secondary","Business","Housewife",3,5,4,5,4,4,4,5,5,"Moderate","2 to 4","> 4",4,2,4,4,4,4,4,3,3,5,"Yes","Yes","Yes",3,4,3,4,2,3,2,4,2,"Khmer","One_Shift","Enough","Enough","Maybe","1"
"338","Graduate","Upper_Secondary","Government_Officer","Government_Officer",3,5,5,5,3,3,4,4,3,"Moderate","Never","> 4",3,2,4,3,3,3,5,4,4,3,"Yes","Yes","Yes",4,2,4,4,5,5,5,4,2,"Khmer","One_Shift","Enough","Maybe","Maybe","0"
"339","Illiteracy","Elementary","Farmer","Housewife",2,4,4,4,4,2,4,4,4,"Moderate","< 2","> 4",4,1,4,5,4,4,4,3,2,2,"Yes","No","Yes",4,1,4,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"340","Lower_Secondary","Elementary","Farmer","Housewife",2,3,2,3,2,2,4,4,3,"Short","< 2","< 2",3,2,3,4,3,3,4,2,3,2,"Yes","No","Yes",3,3,4,3,5,3,3,4,3,"Khmer","Fullday","Enough","Enough","Enough","1"
"341","Elementary","Illiteracy","Farmer","Farmer",2,4,4,4,3,5,4,3,2,"Far","< 2","> 4",3,2,2,3,3,4,4,2,4,2,"No","No","No",4,2,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Not_enough","Not_enough","0"
"342","Lower_Secondary","Elementary","Business","Business",3,3,4,3,3,4,3,3,3,"Moderate","< 2","< 2",4,3,4,4,4,4,3,3,3,2,"Yes","Yes","Yes",3,2,3,3,4,3,3,4,2,"Khmer","One_Shift","Enough","Enough","Maybe","2"
"343","Lower_Secondary","Elementary","Business","Business",3,3,4,3,3,4,3,3,3,"Moderate","< 2","< 2",4,3,4,4,4,4,3,3,3,2,"Yes","Yes","Yes",3,2,3,3,4,3,3,4,2,"Khmer","One_Shift","Enough","Enough","Maybe","2"
"344","Elementary","Lower_Secondary","Business","Housewife",3,3,5,4,3,4,3,3,3,"Far","< 2","> 4",3,5,2,3,4,5,3,5,5,5,"Yes","Yes","Yes",3,1,4,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","3"
"345","Elementary","Elementary","Others","Others",2,4,3,5,2,4,3,5,3,"Far","< 2","> 4",3,2,1,4,5,5,3,2,5,5,"Yes","Yes","Yes",5,5,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","0"
